"logo","path_0","path_1","path_2","path_3","path_4","path_5","path_6","path_7","alias"
"path/logo_176_path_full.svg","true","false","false","false","false","false","false","false","Kikipu"
"path/logo_2_path_full.svg","true","true","false","false","false","true","false","false","Jakob"
"path/logo_29_path_full.svg","true","true","false","false","false","false","false","false","Lena"
"path/logo_75_path_full.svg","false","true","false","false","false","false","true","false","Julia"
"path/logo_113_path_full.svg","false","false","false","true","true","true","true","true","Jonathan"
"path/logo_36_path_full.svg","true","false","false","false","false","false","false","false","Ramo"
"path/logo_93_path_full.svg","true","true","true","false","false","false","false","false","Jani"
"path/logo_221_path_full.svg","true","true","false","false","false","false","false","false","Ramo"
"path/logo_67_path_full.svg","false","false","false","true","true","true","false","false","Niklas"
"path/logo_96_path_full.svg","true","false","false","false","false","false","false","false","Sarah_240321"
"path/logo_7_path_full.svg","true","true","true","false","false","false","false","false","Tim"
"path/logo_209_path_full.svg","true","true","false","false","false","false","false","false","Julia"
"path/logo_104_path_full.svg","true","true","true","false","false","true","false","false","Lena"
"path/logo_108_path_full.svg","true","true","true","false","false","false","false","false","Tim_Harry"
"path/logo_113_path_full.svg","true","true","true","false","false","false","false","false","Tim_Harry"
"path/logo_72_path_full.svg","true","true","true","true","true","false","true","true","Lena"
"path/logo_126_path_full.svg","true","true","true","false","false","false","false","false","Kikipu"
"path/logo_93_path_full.svg","true","true","true","false","false","false","false","false","Tim_Harry"
"path/logo_153_path_full.svg","true","true","false","false","true","true","false","false","Jani"
"path/logo_27_path_full.svg","true","false","false","false","false","false","false","false","Kikipu"
"path/logo_179_path_full.svg","true","true","true","false","false","false","false","false","Jani"
"path/logo_47_path_full.svg","true","false","false","false","false","false","false","false","Sarah_240321"
"path/logo_21_path_full.svg","false","false","false","false","false","false","true","true","Tim"
"path/logo_103_path_full.svg","true","true","false","false","true","false","false","false","Jani"
"path/logo_120_path_full.svg","true","false","false","false","false","false","false","false","Sarah_240321"
"path/logo_62_path_full.svg","true","false","false","false","false","false","false","false","rebecca"
"path/logo_93_path_full.svg","true","true","true","false","false","false","false","false","Julia"
"path/logo_90_path_full.svg","true","false","false","false","true","false","true","false","Sarah_240321"
"path/logo_153_path_full.svg","true","true","false","false","false","false","false","false","Sarah_240321"
"path/logo_23_path_full.svg","true","true","true","false","false","false","false","false","Niklas"
"path/logo_8_path_full.svg","false","false","false","false","false","false","false","false","Jonas"
"path/logo_91_path_full.svg","true","true","false","false","false","false","false","false","Sarah_240321"
"path/logo_53_path_full.svg","false","true","false","false","false","true","false","true","Niklas"
"path/logo_135_path_full.svg","false","true","false","false","false","true","false","false","Kikipu"
"path/logo_1_path_full.svg","true","true","true","true","true","true","true","false","Jonathan"
"path/logo_178_path_full.svg","true","false","false","false","false","false","false","false","Ramo"
"path/logo_10_path_full.svg","true","false","false","false","false","false","false","true","Sarah_240321"
"path/logo_177_path_full.svg","false","false","true","false","false","false","false","false","Kikipu"
"path/logo_144_path_full.svg","true","true","true","false","false","false","false","false","Julia"
"path/logo_18_path_full.svg","true","false","false","false","false","false","false","false","Kikipu"
"path/logo_96_path_full.svg","true","true","false","false","false","false","false","false","rebecca"
"path/logo_5_path_full.svg","true","true","true","false","false","false","false","false","Lena"
"path/logo_121_path_full.svg","false","true","false","false","false","false","false","true","Jakob"
"path/logo_162_path_full.svg","true","true","false","false","false","true","false","false","Tim_Harry"
"path/logo_92_path_full.svg","true","true","true","false","false","false","false","false","Jani"
"path/logo_21_path_full.svg","false","false","false","false","false","false","true","true","rebecca"
"path/logo_40_path_full.svg","true","true","true","false","false","false","false","false","Jonathan"
"path/logo_13_path_full.svg","true","false","false","false","false","false","false","false","Jani"
"path/logo_86_path_full.svg","false","false","false","false","true","true","true","true","rebecca"
"path/logo_1_path_full.svg","true","true","true","true","true","true","true","false","Jonathan"
"path/logo_226_path_full.svg","false","false","false","false","false","false","false","false","Ramo"
"path/logo_19_path_full.svg","true","true","false","false","false","false","false","false","Lena"
"path/logo_101_path_full.svg","true","true","true","true","true","true","true","true","Jani"
"path/logo_110_path_full.svg","true","true","true","true","true","true","false","false","Niklas"
"path/logo_160_path_full.svg","true","true","false","false","false","false","false","false","Julia"
"path/logo_207_path_full.svg","false","false","false","false","false","false","false","false","Ramo"
"path/logo_30_path_full.svg","true","false","false","false","false","false","false","false","Niklas"
"path/logo_171_path_full.svg","true","true","false","false","false","false","false","false","Tim_Harry"
"path/logo_148_path_full.svg","true","true","true","false","false","false","false","false","rebecca"
"path/logo_111_path_full.svg","true","true","true","true","true","true","false","false","Sarah_240321"
"path/logo_46_path_full.svg","true","false","false","false","false","false","false","false","Julia"
"path/logo_87_path_full.svg","true","true","false","false","false","false","false","true","Niklas"
"path/logo_214_path_full.svg","false","true","false","false","false","false","false","false","Ramo"
"path/logo_35_path_full.svg","true","false","false","false","false","false","false","false","Niklas"
"path/logo_112_path_full.svg","true","true","true","false","false","false","false","false","Jani"
"path/logo_9_path_full.svg","true","true","false","false","false","false","false","false","Sarah_240321"
"path/logo_137_path_full.svg","false","false","false","false","false","false","false","false","Ramo"
"path/logo_150_path_full.svg","true","true","false","false","false","false","false","false","Jakob"
"path/logo_156_path_full.svg","true","true","true","false","false","true","true","false","Jani"
"path/logo_107_path_full.svg","true","true","true","false","false","false","false","false","Jani"
"path/logo_68_path_full.svg","true","true","false","false","false","false","false","false","Sarah_240321"
"path/logo_66_path_full.svg","true","true","false","false","false","false","false","false","Kikipu"
"path/logo_143_path_full.svg","true","true","false","false","false","false","false","true","Sarah_240321"
"path/logo_47_path_full.svg","true","false","false","false","false","false","false","false","Lena"
"path/logo_110_path_full.svg","true","true","true","true","true","true","false","false","Sarah_240321"
"path/logo_18_path_full.svg","true","false","false","false","false","false","false","false","Julia"
"path/logo_183_path_full.svg","true","true","false","false","false","false","false","false","Julia"
"path/logo_185_path_full.svg","true","true","false","false","false","false","false","false","Julia"
"path/logo_66_path_full.svg","true","false","false","false","false","false","false","false","Ramo"
"path/logo_69_path_full.svg","true","false","false","false","false","false","false","false","Ramo"
"path/logo_67_path_full.svg","false","false","false","true","true","true","false","false","rebecca"
"path/logo_182_path_full.svg","true","false","false","false","false","false","false","false","rebecca"
"path/logo_103_path_full.svg","false","true","false","false","true","false","false","false","Ramo"
"path/logo_193_path_full.svg","true","true","false","false","false","false","false","false","Jonathan"
"path/logo_39_path_full.svg","true","true","true","false","false","false","false","false","Tim_Harry"
"path/logo_160_path_full.svg","true","true","false","false","false","false","false","false","Jakob"
"path/logo_62_path_full.svg","true","false","false","false","false","false","false","false","Niklas"
"path/logo_50_path_full.svg","false","false","false","false","false","true","true","true","Ramo"
"path/logo_171_path_full.svg","true","true","false","false","false","false","false","false","Lena"
"path/logo_5_path_full.svg","true","false","false","false","false","false","false","false","Ramo"
"path/logo_5_path_full.svg","true","true","false","false","false","false","false","false","rebecca"
"path/logo_37_path_full.svg","true","false","false","false","false","false","false","false","Jakob"
"path/logo_118_path_full.svg","true","true","true","true","false","false","false","false","Tim_Harry"
"path/logo_113_path_full.svg","true","true","true","false","false","false","false","false","Lena"
"path/logo_166_path_full.svg","true","true","true","false","true","true","false","false","Tim_Harry"
"path/logo_108_path_full.svg","true","true","true","false","false","false","false","false","Ramo"
"path/logo_77_path_full.svg","false","true","false","false","false","true","false","false","Julia"
"path/logo_153_path_full.svg","true","true","false","false","false","false","false","false","Julia"
"path/logo_99_path_full.svg","true","true","true","false","false","false","false","false","Niklas"
"path/logo_126_path_full.svg","false","false","false","true","true","true","false","false","Julia"
"path/logo_181_path_full.svg","true","true","false","false","false","false","false","false","Jakob"
"path/logo_2_path_full.svg","true","false","false","false","false","false","false","false","Ramo"
"path/logo_54_path_full.svg","true","false","false","false","false","true","true","true","Jani"
"path/logo_105_path_full.svg","true","true","false","false","false","false","false","false","Sarah_240321"
"path/logo_102_path_full.svg","true","true","true","true","true","false","false","false","Sarah_240321"
"path/logo_86_path_full.svg","false","false","false","false","true","true","true","true","Julia"
"path/logo_14_path_full.svg","true","true","false","false","false","false","false","false","rebecca"
"path/logo_144_path_full.svg","true","true","true","false","false","false","false","false","Tim_Harry"
"path/logo_111_path_full.svg","true","true","true","true","true","true","false","false","Jani"
"path/logo_30_path_full.svg","false","false","true","false","false","false","false","false","Julia"
"path/logo_37_path_full.svg","true","false","false","false","false","false","false","false","Julia"
"path/logo_142_path_full.svg","true","true","true","false","false","false","false","false","Tim_Harry"
"path/logo_0_path_full.svg","true","true","true","true","true","true","true","false","Tim"
"path/logo_144_path_full.svg","false","true","true","false","false","false","false","false","Kikipu"
"path/logo_78_path_full.svg","false","false","false","false","false","false","false","false","Jonathan"
"path/logo_136_path_full.svg","false","false","false","false","false","false","false","false","Ramo"
"path/logo_12_path_full.svg","false","false","false","false","false","false","false","false","Jonas"
"path/logo_171_path_full.svg","true","true","false","false","false","false","false","false","Julia"
"path/logo_109_path_full.svg","true","true","true","false","false","true","false","false","Niklas"
"path/logo_176_path_full.svg","true","true","false","false","false","false","false","false","Jakob"
"path/logo_29_path_full.svg","true","false","false","false","false","false","false","false","Sarah_240321"
"path/logo_148_path_full.svg","false","false","true","false","false","false","false","false","Ramo"
"path/logo_112_path_full.svg","false","true","false","false","false","false","false","false","Ramo"
"path/logo_46_path_full.svg","true","false","false","false","false","false","false","false","Jakob"
"path/logo_40_path_full.svg","true","true","true","true","true","true","true","false","Lena"
"path/logo_84_path_full.svg","true","true","true","false","true","false","true","true","Julia"
"path/logo_168_path_full.svg","false","false","false","false","false","false","false","false","Ramo"
"path/logo_150_path_full.svg","true","true","false","true","false","true","false","false","Kikipu"
"path/logo_112_path_full.svg","true","true","true","false","false","false","false","false","Sarah_240321"
"path/logo_139_path_full.svg","false","false","false","false","false","false","false","false","Ramo"
"path/logo_158_path_full.svg","true","false","false","false","false","false","false","false","Julia"
"path/logo_42_path_full.svg","false","false","false","true","true","true","false","false","Sarah_240321"
"path/logo_110_path_full.svg","true","true","true","true","true","true","false","false","Tim_Harry"
"path/logo_10_path_full.svg","true","true","false","false","false","false","false","false","Niklas"
"path/logo_186_path_full.svg","true","false","false","false","false","false","false","false","Julia"
"path/logo_131_path_full.svg","true","true","false","false","true","false","false","false","Lena"
"path/logo_77_path_full.svg","false","false","false","false","false","false","false","false","Niklas"
"path/logo_123_path_full.svg","true","true","false","false","false","false","false","false","Lena"
"path/logo_133_path_full.svg","false","true","true","false","false","false","true","false","Sarah_240321"
"path/logo_138_path_full.svg","true","true","true","true","true","true","true","false","Jonathan"
"path/logo_44_path_full.svg","true","true","true","false","false","false","false","false","Niklas"
"path/logo_27_path_full.svg","true","false","false","false","false","false","false","false","Tim_Harry"
"path/logo_33_path_full.svg","false","true","false","false","false","false","false","false","Ramo"
"path/logo_4_path_full.svg","true","true","true","false","false","false","false","false","Lena"
"path/logo_19_path_full.svg","true","true","false","false","false","false","false","false","Sarah_240321"
"path/logo_186_path_full.svg","true","false","false","false","false","false","false","false","Jakob"
"path/logo_85_path_full.svg","true","true","false","false","true","false","false","true","Jonathan"
"path/logo_137_path_full.svg","false","true","true","false","false","false","false","false","Julia"
"path/logo_116_path_full.svg","true","true","true","true","true","true","true","false","Jonathan"
"path/logo_133_path_full.svg","false","false","false","false","false","false","true","false","Jakob"
"path/logo_158_path_full.svg","true","false","false","false","false","false","false","false","Jonathan"
"path/logo_175_path_full.svg","false","false","false","false","false","false","false","false","Lena"
"path/logo_115_path_full.svg","true","true","false","false","false","false","false","false","Jani"
"path/logo_4_path_full.svg","true","false","false","false","false","false","false","false","Ramo"
"path/logo_7_path_full.svg","true","true","true","false","false","false","false","false","Lena"
"path/logo_158_path_full.svg","true","false","false","false","false","false","false","false","Lena"
"path/logo_166_path_full.svg","true","true","false","false","false","false","false","false","Lena"
"path/logo_65_path_full.svg","true","true","false","false","true","false","false","false","Jakob"
"path/logo_111_path_full.svg","true","true","true","true","true","true","false","false","Jonathan"
"path/logo_66_path_full.svg","true","true","false","false","false","false","false","false","Niklas"
"path/logo_104_path_full.svg","true","true","true","false","false","true","false","false","Jani"
"path/logo_193_path_full.svg","true","true","false","false","false","false","false","false","Tim_Harry"
"path/logo_66_path_full.svg","true","true","false","false","false","false","false","false","Julia"
"path/logo_181_path_full.svg","true","true","false","false","false","false","false","false","Ramo"
"path/logo_122_path_full.svg","false","false","false","true","false","false","false","false","rebecca"
"path/logo_73_path_full.svg","true","true","true","true","true","true","true","true","rebecca"
"path/logo_4_path_full.svg","true","true","false","true","false","false","true","false","Niklas"
"path/logo_197_path_full.svg","false","true","false","false","false","false","false","false","Ramo"
"path/logo_107_path_full.svg","true","true","true","false","false","false","false","false","Julia"
"path/logo_24_path_full.svg","true","true","true","true","true","true","true","true","Jonathan"
"path/logo_141_path_full.svg","true","true","true","false","false","false","false","false","rebecca"
"path/logo_163_path_full.svg","true","true","false","false","false","false","false","false","Lena"
"path/logo_135_path_full.svg","false","false","false","false","false","false","true","false","Jakob"
"path/logo_0_path_full.svg","true","true","false","true","false","false","true","false","rebecca"
"path/logo_25_path_full.svg","true","true","true","false","false","false","false","false","Tim"
"path/logo_166_path_full.svg","false","false","true","true","true","true","false","false","Kikipu"
"path/logo_167_path_full.svg","true","false","true","true","false","false","false","false","Tim_Harry"
"path/logo_143_path_full.svg","true","true","false","false","false","false","false","true","Jonathan"
"path/logo_171_path_full.svg","true","true","true","false","false","false","false","false","Sarah_240321"
"path/logo_64_path_full.svg","false","true","false","false","false","false","false","false","Jakob"
"path/logo_74_path_full.svg","true","true","false","false","false","false","false","false","rebecca"
"path/logo_19_path_full.svg","true","true","false","false","false","false","false","false","rebecca"
"path/logo_82_path_full.svg","true","true","true","true","true","false","false","false","Jonathan"
"path/logo_165_path_full.svg","true","true","false","false","false","false","false","false","Jani"
"path/logo_105_path_full.svg","false","false","true","true","true","true","true","false","Kikipu"
"path/logo_68_path_full.svg","true","true","false","false","false","false","false","false","rebecca"
"path/logo_119_path_full.svg","true","true","true","true","false","false","false","false","Jani"
"path/logo_135_path_full.svg","true","true","false","false","false","false","true","false","Sarah_240321"
"path/logo_151_path_full.svg","true","true","false","false","false","false","false","true","Jonathan"
"path/logo_1_path_full.svg","false","true","false","false","true","true","false","false","Niklas"
"path/logo_124_path_full.svg","true","true","true","true","false","true","false","false","Lena"
"path/logo_73_path_full.svg","true","true","true","true","true","true","true","false","Jani"
"path/logo_62_path_full.svg","true","false","false","false","false","false","false","false","Ramo"
"path/logo_14_path_full.svg","true","true","false","false","false","false","false","false","Tim_Harry"
"path/logo_20_path_full.svg","false","false","false","false","false","true","false","true","Lena"
"path/logo_120_path_full.svg","true","true","true","true","false","false","false","false","Kikipu"
"path/logo_151_path_full.svg","true","true","false","false","false","false","false","true","Tim_Harry"
"path/logo_166_path_full.svg","true","true","false","false","false","false","false","false","Ramo"
"path/logo_67_path_full.svg","false","false","false","true","true","true","false","false","Jakob"
"path/logo_176_path_full.svg","false","true","false","false","false","false","false","false","Tim_Harry"
"path/logo_76_path_full.svg","true","false","false","false","false","false","false","false","Kikipu"
"path/logo_85_path_full.svg","false","true","true","true","false","false","false","true","Kikipu"
"path/logo_111_path_full.svg","true","true","true","true","true","true","false","false","Niklas"
"path/logo_39_path_full.svg","true","true","true","false","false","false","false","false","Niklas"
"path/logo_155_path_full.svg","true","true","false","true","true","false","false","false","Jani"
"path/logo_108_path_full.svg","true","true","true","false","false","false","false","false","rebecca"
"path/logo_39_path_full.svg","true","true","true","true","true","true","true","false","Lena"
"path/logo_94_path_full.svg","true","true","false","false","false","false","false","false","Jakob"
"path/logo_72_path_full.svg","true","true","true","true","true","false","true","true","Ramo"
"path/logo_147_path_full.svg","true","false","false","false","false","false","false","false","Jani"
"path/logo_149_path_full.svg","true","true","true","false","false","false","false","false","Jani"
"path/logo_117_path_full.svg","true","true","true","true","true","true","false","false","Jani"
"path/logo_78_path_full.svg","false","false","false","false","false","false","false","false","Ramo"
"path/logo_162_path_full.svg","true","true","false","false","false","false","false","false","Julia"
"path/logo_114_path_full.svg","true","true","true","true","true","false","true","false","Niklas"
"path/logo_82_path_full.svg","false","true","true","true","true","false","false","false","Julia"
"path/logo_7_path_full.svg","false","true","false","false","false","false","false","false","Julia"
"path/logo_51_path_full.svg","true","false","false","false","false","false","false","false","Kikipu"
"path/logo_6_path_full.svg","true","true","true","true","true","true","true","true","Jonathan"
"path/logo_130_path_full.svg","false","false","false","false","false","false","true","false","Jakob"
"path/logo_79_path_full.svg","true","true","true","true","true","true","true","false","Niklas"
"path/logo_62_path_full.svg","true","false","false","false","false","false","false","false","Tim_Harry"
"path/logo_209_path_full.svg","false","false","false","false","false","false","false","false","Ramo"
"path/logo_90_path_full.svg","true","false","false","false","true","false","true","false","Jakob"
"path/logo_107_path_full.svg","true","true","true","false","false","false","false","false","rebecca"
"path/logo_16_path_full.svg","false","false","false","false","false","false","true","true","Sarah_240321"
"path/logo_106_path_full.svg","true","true","false","true","true","true","true","true","Jonathan"
"path/logo_129_path_full.svg","true","true","true","false","false","false","false","false","Tim_Harry"
"path/logo_92_path_full.svg","true","true","true","false","false","false","false","false","Sarah_240321"
"path/logo_131_path_full.svg","false","true","true","false","false","false","false","false","Kikipu"
"path/logo_136_path_full.svg","true","true","true","true","true","true","true","true","Jonathan"
"path/logo_84_path_full.svg","true","true","true","false","true","false","true","true","Jonathan"
"path/logo_1_path_full.svg","true","true","false","false","false","true","false","false","Jani"
"path/logo_67_path_full.svg","false","false","false","true","true","true","false","false","Lena"
"path/logo_36_path_full.svg","true","false","false","false","false","false","false","false","Lena"
"path/logo_76_path_full.svg","true","false","false","false","false","false","false","false","Lena"
"path/logo_72_path_full.svg","true","true","true","true","true","false","false","false","Kikipu"
"path/logo_38_path_full.svg","true","true","false","false","false","false","false","false","rebecca"
"path/logo_0_path_full.svg","true","true","true","true","true","true","true","false","Tim_Harry"
"path/logo_0_path_full.svg","true","true","false","false","false","false","false","false",""
"path/logo_0_path_full.svg","false","true","false","false","false","false","true","false","Rebecca"
"path/logo_99_path_full.svg","true","true","true","false","false","false","false","false","Ramo"
"path/logo_62_path_full.svg","true","true","false","false","false","false","false","false","Sarah_240321"
"path/logo_158_path_full.svg","true","false","false","false","false","false","false","false","Ramo"
"path/logo_15_path_full.svg","false","false","false","false","false","true","true","false","Jani"
"path/logo_74_path_full.svg","true","true","false","false","false","false","false","false","Jani"
"path/logo_9_path_full.svg","true","true","true","false","false","false","false","false","Niklas"
"path/logo_18_path_full.svg","true","false","false","false","false","false","false","false","Jani"
"path/logo_86_path_full.svg","false","false","false","false","true","true","true","true","Ramo"
"path/logo_120_path_full.svg","false","true","true","true","false","false","false","false","rebecca"
"path/logo_31_path_full.svg","true","false","false","false","false","false","false","false","Ramo"
"path/logo_47_path_full.svg","true","false","false","false","false","false","false","false","Ramo"
"path/logo_145_path_full.svg","true","true","false","false","false","false","false","false","Tim_Harry"
"path/logo_79_path_full.svg","true","true","true","true","true","true","true","false","Jakob"
"path/logo_50_path_full.svg","false","false","false","false","false","true","true","true","Niklas"
"path/logo_131_path_full.svg","true","true","true","true","true","true","true","false","Jonathan"
"path/logo_152_path_full.svg","true","true","true","false","false","false","false","false","Lena"
"path/logo_103_path_full.svg","true","true","false","false","true","false","false","false","rebecca"
"path/logo_6_path_full.svg","true","true","false","false","false","false","false","false","Tim"
"path/logo_0_path_full.svg","false","false","false","true","true","true","true","false","Niklas"
"path/logo_193_path_full.svg","true","true","false","false","false","false","false","false","Julia"
"path/logo_146_path_full.svg","false","false","false","false","false","false","false","false","Ramo"
"path/logo_0_path_full.svg","true","true","true","true","true","true","true","true",""
"path/logo_192_path_full.svg","true","true","false","false","false","false","false","false","Jonathan"
"path/logo_46_path_full.svg","true","true","true","true","true","true","false","false","Jonathan"
"path/logo_132_path_full.svg","true","true","true","true","true","true","true","false","Julia"
"path/logo_56_path_full.svg","true","true","false","false","true","false","false","false","rebecca"
"path/logo_9_path_full.svg","true","false","false","false","false","false","false","false","Jani"
"path/logo_46_path_full.svg","true","false","false","false","false","false","false","false","rebecca"
"path/logo_2_path_full.svg","true","true","false","false","false","true","false","false","Jani"
"path/logo_167_path_full.svg","true","false","true","true","false","false","false","false","Sarah_240321"
"path/logo_109_path_full.svg","true","true","true","false","false","true","false","false","Julia"
"path/logo_76_path_full.svg","false","false","false","false","false","false","false","false","Ramo"
"path/logo_108_path_full.svg","true","true","true","false","false","false","false","false","Jakob"
"path/logo_44_path_full.svg","true","true","true","false","false","false","false","false","Kikipu"
"path/logo_73_path_full.svg","true","true","true","true","true","true","true","false","Lena"
"path/logo_33_path_full.svg","true","true","false","false","false","false","false","false","Jakob"
"path/logo_142_path_full.svg","true","true","true","false","false","false","false","false","Jonathan"
"path/logo_14_path_full.svg","true","true","false","false","false","false","false","false","Jakob"
"path/logo_35_path_full.svg","false","false","true","false","false","false","false","false","Ramo"
"path/logo_137_path_full.svg","true","true","true","true","true","true","true","false","Lena"
"path/logo_103_path_full.svg","true","true","false","false","true","false","false","false","Niklas"
"path/logo_24_path_full.svg","true","true","true","false","false","false","false","false","Ramo"
"path/logo_12_path_full.svg","true","false","false","false","false","false","false","false","Jani"
"path/logo_31_path_full.svg","true","false","false","false","false","false","false","false","Niklas"
"path/logo_103_path_full.svg","false","true","false","false","true","false","false","false","Julia"
"path/logo_46_path_full.svg","true","false","false","false","false","false","false","false","Kikipu"
"path/logo_9_path_full.svg","false","true","false","false","false","false","false","false","Julia"
"path/logo_5_path_full.svg","true","true","false","false","false","false","false","false","Tim_Harry"
"path/logo_84_path_full.svg","true","true","true","false","true","false","true","true","Lena"
"path/logo_41_path_full.svg","true","false","true","true","true","false","false","false","Jani"
"path/logo_11_path_full.svg","true","false","false","false","false","false","false","false","Julia"
"path/logo_32_path_full.svg","true","false","false","false","false","false","false","false","Ramo"
"path/logo_191_path_full.svg","false","true","false","false","false","false","false","false","Ramo"
"path/logo_215_path_full.svg","false","false","false","false","false","false","false","false","Ramo"
"path/logo_1_path_full.svg","false","false","true","false","false","false","true","false","Team sari"
"path/logo_66_path_full.svg","true","true","false","true","false","false","false","false","Jani"
"path/logo_81_path_full.svg","false","true","true","false","true","true","false","false","Julia"
"path/logo_8_path_full.svg","true","true","true","true","true","true","true","true","Jonathan"
"path/logo_1_path_full.svg","true","true","false","false","false","false","false","false","Tim_Harry"
"path/logo_35_path_full.svg","true","false","true","false","false","false","false","false","Tim"
"path/logo_89_path_full.svg","false","false","false","false","true","true","true","true","Niklas"
"path/logo_110_path_full.svg","true","true","true","true","true","true","false","false","rebecca"
"path/logo_151_path_full.svg","true","true","false","false","true","false","false","true","Sarah_240321"
